name,address,lat,lon,ElecDayVotes,EarlyVotes,BallotsCast,WaitTimeHr
El Camino Real High School,5440 Valley Circle Blvd Woodland Hills CA 91367,34.17016,-118.64315,1060.0,336.0,1396.0,1.45
El Dorado Avenue Elementary School,12749 El Dorado Ave Sylmar CA 91342,34.30144,-118.46592,527.0,40.0,567.0,1.02
Hemingway Park,700 E Gardena Blvd Carson CA 90746,33.882,-118.26285,461.0,68.0,529.0,0.45
El Dorado Park West,2800 N Studebaker Rd Long Beach CA 90815,33.80733,-118.09814,1370.0,714.0,2084.0,1.93
Yucca Community Center,6671 Yucca St Los Angeles CA 90028,34.10335,-118.33503,461.0,160.0,621.0,1.98
El Hussein Community Center,4313 Gage Ave Bell CA 90201,33.97868,-118.19098,500.0,281.0,781.0,0.43
Our Lady of Grace Catholic Church,5011 White Oak Ave Encino CA 91316,34.16173,-118.51881,461.0,364.0,825.0,2.67
Le Chene French Cuisine,12625 Sierra Hwy Santa Clarita CA 91390,34.51094,-118.35596,464.0,86.0,550.0,0.07
Willow Creek Village HOA,44472 15th Street E Lancaster CA 93535,34.69162,-118.10262,466.0,77.0,543.0,0.7
El Retiro Park,126 Vista Del Parque Redondo Beach CA 90277,33.81566,-118.37894,711.0,598.0,1309.0,0.77
West Covina Unified School Dist,1717 W Merced Ave West Covina CA 91790,34.06442,-117.94957,467.0,84.0,551.0,0.03
El Segundo Middle School,332 Center St El Segundo CA 90245,33.9202,-118.40464,553.0,84.0,637.0,0.62
Rush Gymnasium,1651 W 162nd St Gardena CA 90247,33.88474,-118.3061,467.0,44.0,511.0,0.03
El Segundo Public Library,111 W Mariposa Ave El Segundo CA 90245,33.92392,-118.41678,749.0,150.0,899.0,0.58
Garvey Center,9108 Garvey Ave Rosemead CA 91770,34.06171,-118.07048,467.0,178.0,645.0,0.62
El Segundo United Methodist Church,540 Main St El Segundo CA 90245,33.92313,-118.41554,491.0,192.0,683.0,0.45
Hollywood WorkSource Center,4311 Melrose Ave Los Angeles CA 90029,34.08372,-118.29436,468.0,254.0,722.0,1.12
Eldridge Rice Elementary School,2150 Angelus Ave Rosemead CA 91770,34.05272,-118.08675,499.0,80.0,579.0,0.9
Rosemead High School,9063 Mission Dr Rosemead CA 91770,34.08553,-118.07151,470.0,67.0,537.0,0.5
Elysian Valley Recreation Center,1811 Ripple St Los Angeles CA 90039,34.0991,-118.24503,578.0,339.0,917.0,1.18
San Fernando Recreation Park,208 Park Ave San Fernando CA 91340,34.28094,-118.43397,470.0,67.0,537.0,0.48
Emelita Street Elementary School,17931 Hatteras St Encino CA 91316,34.17652,-118.52381,1008.0,354.0,1362.0,2.53
Emery Park,2709 Mimosa St Alhambra CA 91803,34.08522,-118.15318,942.0,226.0,1168.0,0.75
LA Harbor College,1111 Figueroa Place Wilmington CA 90744,33.78411,-118.28268,471.0,94.0,565.0,2.42
Lennox Library,4359 Lennox Blvd Lennox CA 90304,33.93846,-118.35227,473.0,257.0,730.0,3.38
Encino Community Center,4935 Balboa Blvd Encino CA 91316,34.1602,-118.5014,1207.0,361.0,1568.0,1.82
San Fernando Odd Fellows,401 Hagar St San Fernando CA 91340,34.28758,-118.43778,474.0,77.0,551.0,0.43
Passion Christian Church,1754 W Ave L12 Lancaster CA 93534,34.64905,-118.16306,474.0,81.0,555.0,0.2
Episcopal Church of Ascension,25 E Laurel Ave Sierra Madre CA 91024,34.16575,-118.05179,1194.0,635.0,1829.0,2.52
Epoca Hall,6624 Atlantic Ave Bell CA 90201,33.97573,-118.187,666.0,95.0,761.0,1.28
Glendale Adult Recreation Center,201 E Colorado St Glendale CA 91205,34.14328,-118.25312,474.0,135.0,609.0,0.67
Esperanza Elementary School,680 Little St Los Angeles CA 90017,34.05467,-118.27228,605.0,86.0,691.0,0.18
Orchard Arms Senior Apts,23410 Wiley Canyon Rd Santa Clarita CA 91355,34.39159,-118.54534,476.0,196.0,672.0,0.1
Institute of Contemporary Art Los Angeles,1717 E 7th St Los Angeles CA 90021,34.03514,-118.23558,477.0,264.0,741.0,1.02
Esther Snyder Community Center,4100 Baldwin Park Blvd Baldwin Park CA 91706,34.08682,-117.96321,506.0,59.0,565.0,0.8
Glenoaks Park,2531 E Glenoaks Blvd Glendale CA 91206,34.15241,-118.21001,477.0,163.0,640.0,0.0
Vineland Elementary School,3609 Vineland Ave Baldwin Park CA 91706,34.07994,-117.96088,479.0,47.0,526.0,0.37
Evergreen Retirement Residence,225 N Evergreen St Burbank CA 91505,34.15339,-118.34629,1021.0,180.0,1201.0,2.58
Exposition Park Library,3900 S Western Ave Los Angeles CA 90062,34.0144,-118.30862,826.0,193.0,1019.0,2.77
Fairfax High School,7850 Melrose Ave Los Angeles CA 90046,34.0822,-118.35979,795.0,181.0,976.0,1.6
LA County Fire Station 151,231 W Mountain View Ave Glendora CA 91741,34.1378,-117.86764,480.0,400.0,880.0,1.08
Fairfax Senior Citizen Center,7929 Melrose Ave Los Angeles CA 90046,34.08402,-118.36231,865.0,269.0,1134.0,2.0
Fairplex,1101 W McKinley Ave Pomona CA 91768,34.08581,-117.76796,1156.0,325.0,1481.0,1.58
Veterans Memorial Park,13000 Sayre St Sylmar CA 91342,34.3251,-118.41536,481.0,106.0,587.0,1.47
Faith Presbyterian Church,5000 Colfax Ave Valley Village CA 91601,34.16175,-118.38702,1052.0,434.0,1486.0,2.88
True Vine Baptist Church,1437 Centinela Ave Inglewood CA 90302,33.97647,-118.36476,481.0,151.0,632.0,1.23
Faith United Methodist Church,1713 W 108th Street Los Angeles CA 90047,33.93857,-118.30761,535.0,41.0,576.0,0.65
IMX Auto Group,811 N Victory Blvd Burbank CA 91502,34.18227,-118.32113,481.0,227.0,708.0,2.27
Felicia Mahood Senior Citizen Center,11338 Santa Monica Blvd Los Angeles CA 90025,34.04576,-118.44969,,,,
The Document People,2922 Wilshire Blvd Santa Monica CA 90403,34.03858,-118.47391,482.0,990.0,1472.0,3.55
Fernangeles Recreation Center,8851 Laurel Canyon Blvd Sun Valley CA 91352,34.22915,-118.40122,631.0,292.0,923.0,2.15
Vista Del Valle Elementary School,514 Bucknell Ave Claremont CA 91711,34.0864,-117.72103,484.0,74.0,558.0,0.32
Fine Gold Manor,10537 W Magnolia Blvd North Hollywood CA 91601,34.1652,-118.36085,695.0,499.0,1194.0,3.7
LiUNA Local 1309,3971 Pixie Ave Lakewood CA 90712,33.82973,-118.16278,484.0,114.0,598.0,0.23
First Baptist Church of Maywood,3759 E 57th St Maywood CA 90270,33.99086,-118.19642,816.0,61.0,877.0,0.0
First Church of God,9550 Crenshaw Blvd Inglewood CA 90305,33.94956,-118.32588,1081.0,360.0,1441.0,2.97
First Church of the Nazarene,3700 E Sierra Madre Blvd Pasadena CA 91107,34.16098,-118.074,906.0,372.0,1278.0,2.37
William Burns Community Center,5510 Clark Ave Lakewood CA 90712,33.85591,-118.13325,488.0,272.0,760.0,1.5
First Presbyterian Church,4963 Balboa Blvd Encino CA 91316,34.16135,-118.50156,1022.0,491.0,1513.0,1.37
Westmont Park Recreation Center,1808 W 9th St Pomona CA 91766,34.04916,-117.78283,491.0,53.0,544.0,1.13
First United Methodist Church,6725 Friends Ave Whittier CA 90601,33.98006,-118.03412,1092.0,383.0,1475.0,0.85
Monrovia Public Library,321 S Myrtle Ave Monrovia CA 91016,34.1486,-118.00223,492.0,434.0,926.0,2.03
Ford Park,8000 Park Ln Bell Gardens CA 90201,33.95833,-118.15207,576.0,86.0,662.0,0.35
Foster Elementary School,13900 Foster Ave Baldwin Park CA 91706,34.07157,-117.9721,624.0,44.0,668.0,0.05
Four Points by Sheraton LAX Hotel,9750 Airport Blvd Los Angeles CA 90045,33.94759,-118.38482,499.0,251.0,750.0,1.83
Glendora High School,1600 E Foothill Blvd Glendora CA 91741,34.1343,-117.83549,493.0,150.0,643.0,0.32
Francisco Sepulveda Middle School,15330 Plummer St North Hills CA 91343,34.24239,-118.46576,911.0,123.0,1034.0,0.88
Pacific Boulevard School,2660 E 57th St Huntington Park CA 90255,33.99085,-118.2237,495.0,42.0,537.0,0.93
Lake View Terrace American Baptist Church,11901 Foothill Blvd Sylmar CA 91342,34.27563,-118.39582,495.0,86.0,581.0,2.0
Franklin D Roosevelt Park,7600 Graham Ave Los Angeles CA 90001,33.96975,-118.24275,985.0,215.0,1200.0,2.05
San Angelo Park,245 S San Angelo Ave La Puente CA 91746,34.05053,-118.00276,498.0,60.0,558.0,0.28
Franklin Elementary School,527 Ventura St Altadena CA 91001,34.19194,-118.1604,544.0,74.0,618.0,
Nakaoka Community Center,1670 W 162nd St Gardena CA 90247,33.88329,-118.30658,498.0,273.0,771.0,0.82
Franklin Elementary School,1610 Lake St Glendale CA 91201,34.16215,-118.29647,783.0,194.0,977.0,0.78
Gahr High School,11111 Artesia Blvd Cerritos CA 90703,33.87356,-118.0943,599.0,94.0,693.0,0.43
Gaines Elementary School,7340 Jackson St Paramount CA 90723,33.88518,-118.16939,553.0,56.0,609.0,0.8
Ganesha Park Community Center,1575 N White Ave Pomona CA 91768,34.07573,-117.7601,946.0,146.0,1092.0,1.5
Japanese American National Museum,100 N Central Ave Los Angeles CA 90012,34.04947,-118.2385,502.0,197.0,699.0,0.13
Gardena High School,1301 W 182nd St Gardena CA 90248,33.86725,-118.29473,,,,
Ross Middle School,17707 Elaine Ave Artesia CA 90701,33.87013,-118.07722,502.0,52.0,554.0,0.35
Kingsley Elementary School,5200 W Virginia Ave Los Angeles CA 90029,34.09163,-118.30293,504.0,108.0,612.0,0.3
Gardena Transit Administration (GTrans),13999 S Western Ave Gardena CA 90249,33.90515,-118.30989,581.0,172.0,753.0,0.67
Paramount Park,14400 Paramount Blvd Paramount CA 90723,33.90123,-118.15798,505.0,37.0,542.0,2.47
Lake View Terrace Recreation Center,11075 Foothill Blvd Lake View Terrace CA 91342,34.27511,-118.37102,506.0,83.0,589.0,0.12
Hollydale Community Center,12221 Industrial Ave South Gate CA 90280,33.91531,-118.16424,506.0,191.0,697.0,0.7
George A Caravalho Santa Clarita Sports Complex,20870 Centre Pointe Pkwy Santa Clarita CA 91350,34.41044,-118.49931,687.0,582.0,1269.0,0.65
George K Porter Middle School,15960 Kingsbury St Granada Hills CA 91344,34.26232,-118.47992,805.0,163.0,968.0,1.33
George Lane Park,5520 W Ave L8 Lancaster CA 93536,34.65164,-118.22872,930.0,295.0,1225.0,1.95
Hacienda Park,1885 Hacienda Rd La Habra Heights CA 90631,33.95771,-117.95872,507.0,116.0,623.0,0.03
Montara Avenue Elementary School,10018 Montara Ave South Gate CA 90280,33.94429,-118.21835,508.0,67.0,575.0,0.68
George Washington Prep Senior High School,10860 S Denker Ave Los Angeles CA 90047,33.93724,-118.3043,684.0,116.0,800.0,0.43
Langdon Avenue Elementary School,8817 Langdon Ave North Hills CA 91343,34.23095,-118.47019,509.0,78.0,587.0,1.63
Germain Academy for Academic Achievement,20730 Germain St Chatsworth CA 91311,34.26188,-118.58463,873.0,165.0,1038.0,0.93
Glassell Park Recreation Center,3650 Verdugo Rd Los Angeles CA 90065,34.11595,-118.23349,625.0,549.0,1174.0,2.07
Mountain View Elementary School,6410 Olcott St Tujunga CA 91042,34.24889,-118.27235,513.0,179.0,692.0,0.45
The Rose Room,6 Rose Ave Los Angeles CA 90291,33.99474,-118.48012,513.0,148.0,661.0,0.27
Glendale Civic Auditorium,1401 N Verdugo Rd Glendale CA 91208,34.16655,-118.23151,949.0,805.0,1754.0,1.98
High Desert Regional Health Center,335 E Ave I Lancaster CA 93536,34.70454,-118.12486,513.0,94.0,607.0,1.55
Glendale Police Department,131 N Isabel St Glendale CA 91206,34.14749,-118.24918,809.0,665.0,1474.0,0.72
San Jose Street Elementary School Magnet,14928 Clymer St Mission Hills CA 91345,34.26239,-118.45803,514.0,69.0,583.0,1.13
Olive Vista Middle School,14600 Tyler St Sylmar CA 91342,34.31094,-118.44922,514.0,70.0,584.0,0.65
Glendale Public Library,222 E Harvard St Glendale CA 91205,34.14399,-118.25359,855.0,414.0,1269.0,1.05
Maxine Waters Employment Center,10925 S Central Ave Los Angeles CA 90059,33.93735,-118.25463,515.0,24.0,539.0,1.03
Our Lady Rosary School,14813 Paramount Blvd Paramount CA 90723,33.89881,-118.16059,515.0,116.0,631.0,0.85
Glendora Masonic Lodge,135 N Valley Center Ave Glendora CA 91741,34.137,-117.83824,1054.0,269.0,1323.0,0.92
John Adams Elementary School,2121 W 238th St Torrance CA 90501,33.80873,-118.31841,515.0,97.0,612.0,0.85
Glendora United Methodist Church,201 E Bennett Ave Glendora CA 91741,34.13995,-117.86379,1045.0,517.0,1562.0,0.97
Rivera Park Comm Recreation Cntr,9530 Shade Lane Pico Rivera CA 90660,33.96319,-118.09711,516.0,158.0,674.0,0.28
La Puente Library,15920 Central Ave La Puente CA 91744,34.01936,-117.95112,520.0,404.0,924.0,0.73
Grace Temple Baptist Church,7017 S Gramercy Pl Los Angeles CA 90047,33.97596,-118.3136,794.0,131.0,925.0,1.45
Vaughn Next Century Learning Center,13330 Vaughn St San Fernando CA 91340,34.28048,-118.42259,522.0,60.0,582.0,1.15
Grace United Methodist Church,4112 W Slauson Ave Los Angeles CA 90043,33.98865,-118.34633,853.0,455.0,1308.0,0.25
Washington Irving Library,4117 W Washington Blvd Los Angeles CA 90018,34.04016,-118.32916,523.0,300.0,823.0,3.2
Granada Hills Recreation Center (Petit Park),16730 Chatsworth St Granada Hills CA 91344,34.26364,-118.49665,541.0,352.0,893.0,3.57
Traweek Middle School,1941 E Rowland Ave West Covina CA 91791,34.08047,-117.90444,523.0,102.0,625.0,0.0
Granada Park,2000 W Hellman Ave Alhambra CA 91803,34.06786,-118.1456,1130.0,383.0,1513.0,1.57
Korean Institute of So Cal,4900 Wilshire Blvd Los Angeles CA 90010,34.06159,-118.33731,524.0,146.0,670.0,0.62
Grant Elementary School,1530 N Wilton Pl Los Angeles CA 90028,34.09982,-118.31326,952.0,212.0,1164.0,1.98
Los Angeles City Council District 15th Office,1513 E 103rd St Los Angeles CA 90002,33.9435,-118.24739,525.0,127.0,652.0,0.83
West Covina Library,1601 W West Covina Pkwy West Covina CA 91790,34.07106,-117.94037,526.0,213.0,739.0,0.18
Greater Los Angeles Agency on Deafness,2222 Laverna Ave Los Angeles CA 90041,34.1334,-118.21665,574.0,339.0,913.0,1.73
Independence Elementary School,8435 Victoria Ave South Gate CA 90280,33.95958,-118.21075,526.0,82.0,608.0,0.37
Greater Page Temple,2610 La Salle Ave Los Angeles CA 90018,34.03241,-118.30511,795.0,149.0,944.0,2.25
Gregg Anderson Academy,5151 W Ave N8 Palmdale CA 93551,34.6237,-118.20995,1204.0,167.0,1371.0,1.88
Ramona Elementary,1133 N Mariposa Ave Los Angeles CA 90029,34.09181,-118.29971,529.0,96.0,625.0,0.42
Gulf Avenue Elementary School,828 W L St Wilmington CA 90744,33.78548,-118.27272,632.0,81.0,713.0,0.85
H&H Jivalagian Youth Center,2242 E Foothill Blvd Pasadena CA 91107,34.14889,-118.10411,722.0,649.0,1371.0,0.62
Hacienda La Puente Unified School District Office,15959 E Gale Ave City of Industry CA 91745,34.01006,-117.95863,697.0,138.0,835.0,1.43
Hale Charter Academy,23830 Califa St Woodland Hills CA 91367,34.17722,-118.64553,1117.0,508.0,1625.0,1.83
Santa Monica Place Shopping Center,395 Santa Monica Place Santa Monica CA 90401,34.01386,-118.49398,535.0,274.0,809.0,2.92
Hammer Museum,10899 Wilshire Blvd Los Angeles CA 90024,34.05912,-118.44367,1108.0,781.0,1889.0,3.98
Hancock Park Elementary School,408 S Fairfax Ave Los Angeles CA 90036,34.0695,-118.36022,772.0,234.0,1006.0,0.52
Stoner Recreation Center,1835 Stoner Ave Los Angeles CA 90025,34.0385,-118.45357,535.0,436.0,971.0,3.12
Harbor City Elementary School,1508 254th St Harbor City CA 90710,33.79339,-118.30318,817.0,154.0,971.0,1.4
Harbor Hills Apartments,26607 S Western Ave Lomita CA 90717,33.78024,-118.31084,695.0,242.0,937.0,1.18
YMCA of Greater Whittier,12510 Hadley St Whittier CA 90601,33.9821,-118.04258,537.0,186.0,723.0,1.2
Harding Street Elementary School,13060 Harding St Sylmar CA 91342,34.30529,-118.41645,593.0,92.0,685.0,1.05
Harrison Elementary School,3529 City Terrace Dr Los Angeles CA 90063,34.05379,-118.18897,683.0,66.0,749.0,0.7
Montebello Library,1550 W Beverly Blvd Montebello CA 90640,34.02076,-118.11547,540.0,506.0,1046.0,2.17
Hart Street Elementary School,21040 Hart St Canoga Park CA 91303,34.19663,-118.59169,756.0,125.0,881.0,3.17
The Light of the World Church,785 Junipero Ave Long Beach CA 90804,33.77692,-118.16358,540.0,357.0,897.0,3.82
Haskell Middle School,11525 Del Amo Blvd Cerritos CA 90703,33.84662,-118.08796,647.0,150.0,797.0,0.28
Hawthorne Library,12700 Grevillea Ave Hawthorne CA 90250,33.91721,-118.3545,627.0,668.0,1295.0,4.23
William S Hart Union High School District,21380 Centre Pointe Pkwy Santa Clarita CA 91350,34.41043,-118.51098,542.0,82.0,624.0,0.0
San Gabriel Library,500 S Del Mar Ave San Gabriel CA 91776,34.09578,-118.09933,542.0,605.0,1147.0,1.63
Henning Youth Center,11409 Birch St Lynwood CA 90262,33.92674,-118.20574,934.0,173.0,1107.0,0.8
Seoul International Park,3250 San Marino St Los Angeles CA 90006,34.05422,-118.30178,542.0,370.0,912.0,4.13
Hermon Community Methodist Church,5800 Monterey Rd Los Angeles CA 90042,34.10388,-118.18497,800.0,153.0,953.0,1.45
Southern California Regional Occupational Center,2300 Crenshaw Blvd Torrance CA 90501,33.82426,-118.32725,543.0,123.0,666.0,0.37
Hermosa Kiwanis Club,2515 Valley Dr Hermosa Beach CA 90254,33.87315,-118.39958,1114.0,308.0,1422.0,0.82
Olive View - UCLA Medical Center,14445 Olive View Dr Sylmar CA 91342,34.32599,-118.44585,543.0,116.0,659.0,0.3
Ramona Hall Community Center,4580 N Figueroa St Los Angeles CA 90065,34.09782,-118.20505,543.0,316.0,859.0,1.53
Winter Gardens Elementary School,1277 Clela Ave Los Angeles CA 90022,34.01573,-118.16242,544.0,65.0,609.0,1.72
Highland Elementary School,430 Venice Way Inglewood CA 90302,33.97232,-118.36295,640.0,94.0,734.0,2.72
Towers Elementary School,5600 Towers St Torrance CA 90503,33.85539,-118.37551,544.0,142.0,686.0,0.53
Highland Park Senior Citizen Center,6152 N Figueroa St Los Angeles CA 90042,34.11422,-118.18505,734.0,159.0,893.0,1.47
Lake Street Community Center,227 N Lake St Los Angeles CA 90026,34.0689,-118.27036,545.0,219.0,764.0,0.72
Hillcrest Retirement Community,2705 Mountain View Dr La Verne CA 91750,34.10615,-117.77458,663.0,591.0,1254.0,2.32
Hilton Garden Inn,27710 The Old Rd Valencia CA 91355,34.42425,-118.58506,941.0,379.0,1320.0,1.33
Telfair Elementary School,10975 Telfair Ave Pacoima CA 91331,34.26874,-118.4319,550.0,32.0,582.0,0.68
Liberty Boulevard Elementary School,2728 Liberty Blvd South Gate CA 90280,33.96132,-118.2221,552.0,95.0,647.0,1.22
Orangewood Elementary School,1440 S Orange Ave West Covina CA 91790,34.06046,-117.95388,552.0,116.0,668.0,0.0
Hollywood Hotel,1160 N Vermont Ave Los Angeles CA 90029,34.09304,-118.29144,579.0,99.0,678.0,1.92
Hollywood Recreation Center,1122 Cole Ave Los Angeles CA 90038,34.09183,-118.32958,1041.0,517.0,1558.0,1.85
Lancaster Homes,711 W Jackman St Lancaster CA 93534,34.70174,-118.14299,553.0,132.0,685.0,0.97
Progress Park Recreation Center,15500 Downey Ave Paramount CA 90723,33.89167,-118.15096,555.0,237.0,792.0,1.47
Honor Fraser Gallery,2622 La Cienega Blvd Los Angeles CA 90034,34.03445,-118.37755,866.0,159.0,1025.0,2.08
Wilson Senior High,4500 Multnomah St Los Angeles CA 90032,34.06977,-118.18636,555.0,81.0,636.0,0.68
Hoover High School,651 Glenwood Rd Glendale CA 91202,34.16574,-118.27053,569.0,341.0,910.0,2.45
Merced Elementary School,1545 E Merced Ave West Covina CA 91791,34.0547,-117.91314,556.0,104.0,660.0,0.97
South Gate Middle School,4100 Firestone Blvd South Gate CA 90280,33.95316,-118.19814,557.0,78.0,635.0,1.48
Hope Christian Fellowship,6116 N San Gabriel Blvd San Gabriel CA 91775,34.11072,-118.0906,,,,
Watts Learning Center,310 W 95th St Los Angeles CA 90003,33.94982,-118.27883,559.0,50.0,609.0,
Hope Community Church,1429 Clark Ave Long Beach CA 90815,33.78621,-118.13443,1044.0,264.0,1308.0,1.27
St Luke Baptist Church,1401 W 34th St Long Beach CA 90810,33.81907,-118.21157,560.0,67.0,627.0,1.65
Hubert H Humphrey Comprehensive Health Center,5850 S Main St Los Angeles CA 90003,33.9884,-118.2734,698.0,284.0,982.0,3.4
Studebaker Elementary,11800 Halcourt Ave Norwalk CA 90650,33.92531,-118.10077,560.0,61.0,621.0,0.73
Hubert Humphrey Recreation Center,12560 Filmore St Pacoima CA 91331,34.28137,-118.40646,674.0,85.0,759.0,1.13
LA County Fire Station 126,26320 Citrus St Santa Clarita CA 91355,34.41512,-118.55328,566.0,754.0,1320.0,1.77
Huntington Park City Hall,6550 Miles Ave Huntington Park CA 90255,33.97875,-118.21871,960.0,265.0,1225.0,2.12
IAC Shepherd Community Church,6530 Winnetka Ave Woodland Hills CA 91367,34.18972,-118.57027,831.0,85.0,916.0,1.22
The Beverly Hilton,9876 Wilshire Blvd Beverly Hills CA 90210,34.06612,-118.41259,568.0,427.0,995.0,3.27
Iman Cultural Center,3376 Motor Ave Los Angeles CA 90034,34.0282,-118.40951,2310.0,1327.0,3637.0,2.05
John Burroughs Middle School,600 S McCadden Pl Los Angeles CA 90005,34.06369,-118.33633,569.0,165.0,734.0,0.92
Rolling Hills City Hall,2 Portuguese Bend Rd Rolling Hills CA 90274,33.77585,-118.34376,570.0,433.0,1003.0,0.72
Lincoln Elementary School,2418 W 166th St Torrance CA 90504,33.87973,-118.32027,571.0,116.0,687.0,0.02
Mayall Academy of Arts & Technology Magnet,16701 Mayall St North Hills CA 91343,34.2541,-118.4965,571.0,145.0,716.0,1.85
St Pius X - St Matthias Academy,7851 Gardendale St Downey CA 90242,33.91928,-118.15908,574.0,72.0,646.0,0.87
Inglewood City Hall,1 W Manchester Blvd Inglewood CA 90301,33.9631,-118.35487,1393.0,284.0,1677.0,1.42
Ranchito Avenue Elementary School,7940 Ranchito Ave Panorama City CA 91402,34.21533,-118.43431,575.0,171.0,746.0,3.57
International City Masonic Center,5155 Pacific Coast Hwy Long Beach CA 90804,33.78365,-118.13301,788.0,160.0,948.0,0.92
Jane Addams Middle School,4535 W 153rd Pl Lawndale CA 90260,33.8921,-118.35674,575.0,61.0,636.0,1.8
Lunada Bay Elementary School,520 Paseo Lunado Palos Verdes Estates CA 90274,33.7684,-118.41726,576.0,259.0,835.0,0.0
J.H. Hull Middle School,2080 W 231st St Torrance CA 90501,33.81512,-118.31807,1062.0,473.0,1535.0,0.42
Shepherd of the Hills United Methodist Church,333 S Garfield Ave Monterey Park CA 91785,34.05886,-118.12364,577.0,116.0,693.0,1.32
Jackie Robinson Park,8773 E Ave R Sun Village CA 93543,34.57277,-117.97245,649.0,133.0,782.0,0.45
Jackson Elementary School,593 W Woodbury Rd Altadena CA 91001,34.18358,-118.16317,698.0,151.0,849.0,1.53
James Monroe High School,9229 Haskell Ave North Hills CA 91343,34.23758,-118.47816,921.0,304.0,1225.0,1.98
Stephen Sorensen County Park,16801 E Ave P Palmdale CA 93591,34.60274,-117.82902,579.0,144.0,723.0,0.75
Sylmar Library,14561 Polk St Sylmar CA 91342,34.30754,-118.4502,582.0,230.0,812.0,2.13
Sepulveda Recreation Center,8825 Kester Ave Panorama City CA 91402,34.22996,-118.4578,582.0,302.0,884.0,2.57
Jefferson Elementary School,600 Harkness Ln Redondo Beach CA 90278,33.8602,-118.38048,822.0,227.0,1049.0,0.95
Quartz Hill Library,5040 W Ave M-2 Quartz Hill CA 93536,34.64314,-118.21963,583.0,1460.0,2043.0,3.38
Jesse Owens Park,9651 S Western Ave Los Angeles CA 90047,33.94618,-118.31078,610.0,222.0,832.0,2.87
Peoples Independent Church of Christ,5856 West Blvd Los Angeles CA 90043,33.98769,-118.33483,584.0,117.0,701.0,0.0
Los Altos Elementary School,15565 Los Altos Dr Hacienda Heights CA 91745,33.98844,-117.97766,584.0,200.0,784.0,1.77
Promenade Howard Hughes Center,6081 Center Dr Los Angeles CA 90045,33.97867,-118.39276,586.0,151.0,737.0,2.42
John Burroughs High School,1920 W Clark Ave Burbank CA 91506,34.16853,-118.32713,986.0,466.0,1452.0,2.33
Mt San Antonio College,1100 N Grand Ave Walnut CA 91789,34.0482,-117.84512,587.0,84.0,671.0,0.47
John F Kennedy High School,11254 Gothic Ave Granada Hills CA 91344,34.27595,-118.48759,862.0,238.0,1100.0,2.35
Montrose Library,2465 Honolulu Ave Montrose CA 91020,34.2075,-118.2327,587.0,1110.0,1697.0,2.08
Royal Oaks Park,2627 Royal Oaks Dr Duarte CA 91010,34.14388,-117.9484,588.0,223.0,811.0,0.18
Joslyn Park,633 Kensington Rd Santa Monica CA 90405,34.00805,-118.48122,793.0,348.0,1141.0,2.88
Juan Cabrillo Elementary School,30237 Morning View Dr Malibu CA 90265,34.02487,-118.82868,822.0,319.0,1141.0,0.05
Slauson Multipurpose Center,5306 S Compton Ave Los Angeles CA 90011,33.99443,-118.24727,588.0,165.0,753.0,1.88
Pacific Park Community Center,501 S Pacific Ave Glendale CA 91205,34.13924,-118.26474,589.0,130.0,719.0,0.37
Julian Dixon Library,4975 Overland Ave Culver City CA 90230,34.00762,-118.39707,606.0,1135.0,1741.0,2.12
Philadelphia Park Community Center,700 E Philadelphia St Pomona CA 91766,34.03338,-117.74258,590.0,92.0,682.0,0.98
Tenrikyo Mission,117 N Saratoga St Los Angeles CA 90033,34.04218,-118.2048,590.0,49.0,639.0,0.78
Kenneth Hahn Hall of Administration,500 W Temple Ave Los Angeles CA 90012,34.05667,-118.2459,1089.0,672.0,1761.0,0.72
Stanton Elementary School,725 S Vecino Dr Glendora CA 91740,34.12644,-117.8774,591.0,95.0,686.0,0.55
Kittridge Street Elementary School,13619 Kittridge St Van Nuys CA 91401,34.19136,-118.42986,897.0,240.0,1137.0,2.38
La Cañada Unified District Office,4490 Cornishon Ave La Canada Flintridge CA 91011,34.20431,-118.2035,1406.0,766.0,2172.0,1.38
Warner Avenue Elementary School,615 Holmby Ave Los Angeles CA 90024,34.06964,-118.43333,594.0,303.0,897.0,1.9
Williams Elementary School,7530 Arnett St Downey CA 90241,33.9441,-118.14893,597.0,130.0,727.0,0.98
LA County Department of Public Works,900 S Fremont Ave Alhambra CA 91803,34.08498,-118.15012,861.0,189.0,1050.0,1.92
Will Rogers Middle School,4040 W 154th St Lawndale CA 90260,33.89065,-118.34658,599.0,64.0,663.0,0.82
Lueders Park,1500 E Rosecrans Ave Compton CA 90221,33.90342,-118.22412,602.0,106.0,708.0,0.92
West Athens Elementary School,1110 W 119th St Los Angeles CA 90044,33.92444,-118.29491,604.0,107.0,711.0,1.35
LA County Registrar-Recorder / County Clerk,12400 Imperial Hwy Norwalk CA 90650,33.91608,-118.06791,,,,
La Crescenta Library,2809 Foothill Blvd La Crescenta CA 91214,34.22468,-118.24037,824.0,1881.0,2705.0,2.02
Tibby Elementary School,1400 W Poplar St Compton CA 90220,33.89966,-118.24717,605.0,43.0,648.0,0.15
Valencia Hills Club,24060 Oak Vale Dr Valencia CA 91355,34.3871,-118.55648,605.0,191.0,796.0,1.1
LA Harbor Masonic Lodge,1640 W 9th St San Pedro CA 90732,33.73721,-118.31286,1189.0,600.0,1789.0,1.07
